state,disease,cases,deaths,start_date,report_date,status,year,month,week,district,day_of_week,is_weekend,cases_lag_1,cases_lag_2,cases_lag_3,cases_rolling_mean_3,cases_rolling_mean_5,case_change,case_growth_rate,spike_flag,death_rate,severity_score,disease_frequency,recent_trend,disease_risk_score,top_disease,top_disease_total_cases,top_disease_total_deaths,avg_severity_score,total_spikes,is_top_disease,enhanced_disease_risk_score,disease_trend
manipur,chickenpox,0.07236842105263158,0.0,2025-08-17,2025-08-17,under surveillance,2025,8,33,imphal west,6,1,0.0,,,0.07563025210084034,0.07563025210084034,0.3727144866385373,0.3256925477955521,0,0.0,0.07236842105263158,0.07142857142857142,-0.003261831048208763,0.10855956219068938,dengue,1.0472000000000001,0.0,0.24434666666666668,0,0,0.11203700579971193,Stable
madhya pradesh,undifferentiated fever,0.021929824561403508,0.0,2025-08-18,2025-08-18,under surveillance,2025,8,34,ashoknagar,0,0,0.0,,,0.022918258212375857,0.022918258212375857,0.3727144866385373,0.3256925477955521,0,0.0,0.02192982456140351,0.07142857142857142,-0.0009884336509723493,0.07829640429595253,measles,0.0424,0.0,0.0074199999999999995,0,0,0.08681770755409789,Stable
bihar,cholera,0.11842105263157894,0.0,2025-08-18,2025-08-18,under surveillance,2025,8,34,vaishali,0,0,0.0,,,0.12375859434682963,0.12375859434682963,0.3727144866385373,0.3256925477955521,0,0.0,0.11842105263157895,0.07142857142857142,-0.005337541715250693,0.1361911411380578,cholera,0.0432,0.0,0.03024,0,1,0.1350633215891856,Stable
jammu and kashmir,typhoid,0.05921052631578947,0.0,2025-08-17,2025-08-18,under control,2025,8,34,kupwara,0,0,0.0,,,0.06187929717341482,0.06187929717341482,0.3727144866385373,0.3256925477955521,0,0.0,0.05921052631578948,0.07142857142857142,-0.0026687708576253466,0.10066482534858412,chickenpox,0.0352,0.0,0.02464,0,0,0.10545805843129087,Stable
odisha,chikungunya,0.16885964912280702,0.0,2025-08-18,2025-08-18,cases were reported from village kitingi sub- district kasinagar district gajapati. cases presented with fever. district rrt investigated the outbreak. house to house fever survey was conducted. the most affected age group was 15- 44 years. 10 blood samples were collected and sent to dphl gajapati for testing. of these 7 samples tested positive for chikungunya igm elisa. anti-larval activities were done. community awareness and health education given by the peripheral team on vector control measures hygiene and sanitation.,2025,8,34,gajapati,0,0,0.0,,,0.1764705882352941,0.1764705882352941,0.3727144866385373,0.3256925477955521,0,0.0,0.16885964912280704,0.07142857142857142,-0.007610939112487086,0.16645429903279463,chikungunya,0.0616,0.0,0.04312,0,1,0.16028261983479963,Stable
karnataka,dengue,0.06578947368421054,0.0,2025-08-18,2025-08-18,under surveillance,2025,8,34,bellary,0,0,0.0,,,0.06875477463712758,0.06875477463712758,0.3727144866385373,0.3256925477955521,0,0.0,0.06578947368421055,0.07142857142857142,-0.002965300952917041,0.10461219376963676,dengue,0.024000000000000004,0.0,0.016800000000000002,0,1,0.10874753211550141,Stable
ladakh,food poisoning,0.27631578947368424,0.0,2025-08-17,2025-08-18,under control,2025,8,34,leh,0,0,0.0,,,0.2887700534759358,0.2887700534759358,0.3727144866385373,0.3256925477955521,0,0.0,0.2763157894736843,0.07142857142857142,-0.01245426400225158,0.23092798324332098,food poisoning,0.10080000000000001,0.0,0.07056000000000001,0,1,0.21401069001023826,Stable
odisha,food poisoning,0.019736842105263157,0.0,2025-08-17,2025-08-19,under control,2025,8,34,gajapati,1,0,0.0,,,0.02062643239113827,0.02062643239113827,0.3727144866385373,0.3256925477955521,0,0.0,0.019736842105263157,0.07142857142857142,-0.0008895902858751144,0.07698061482226831,chikungunya,0.0616,0.0,0.04312,0,0,0.08572121632602771,Stable
madhya pradesh,acute diarrheal disease,0.07456140350877193,0.0,2025-08-16,2025-08-19,under surveillance,2025,8,34,damoh,1,0,0.0,,,0.07792207792207792,0.07792207792207792,0.3727144866385373,0.3256925477955521,0,0.0,0.07456140350877194,0.07142857142857142,-0.0033606744133059946,0.10987535166437358,acute diarrheal disease,0.027200000000000002,0.0,0.01904,0,1,0.11313349702778211,Stable
madhya pradesh,dengue,0.05921052631578947,0.0,2025-08-18,2025-08-19,under surveillance,2025,8,34,vidisha,1,0,0.0,,,0.06187929717341482,0.06187929717341482,0.3727144866385373,0.3256925477955521,0,0.0,0.05921052631578948,0.07142857142857142,-0.0026687708576253466,0.10066482534858412,dengue,0.0216,0.0,0.01512,0,1,0.10545805843129087,Stable
jharkhand,food poisoning,0.06359649122807018,0.0,2025-08-18,2025-08-19,under surveillance,2025,8,34,palamu,1,0,0.0,,,0.06646294881588999,0.06646294881588999,0.3727144866385373,0.3256925477955521,0,0.0,0.06359649122807019,0.07142857142857142,-0.0028664575878198095,0.10329640429595255,food poisoning,0.023200000000000002,0.0,0.01624,0,1,0.10765104088743123,Stable
karnataka,acute diarrheal disease,0.05701754385964913,0.0,2025-08-18,2025-08-19,under control,2025,8,34,bidar,1,0,0.0,,,0.059587471352177235,0.059587471352177235,0.3727144866385373,0.3256925477955521,0,0.0,0.057017543859649134,0.07142857142857142,-0.002569927492528108,0.0993490358748999,acute diarrheal disease,0.020800000000000003,0.0,0.01456,0,1,0.10436156720322069,Stable
madhya pradesh,hepatitis,0.041666666666666664,0.0,2025-08-20,2025-08-20,under surveillance,2025,8,34,raisen,2,0,0.0,,,0.04354469060351413,0.04354469060351413,0.3727144866385373,0.3256925477955521,0,0.0,0.04166666666666667,0.07142857142857142,-0.0018780239368474672,0.09013850955911042,hepatitis,0.0152,0.0,0.01064,0,1,0.09668612860672948,Stable
madhya pradesh,undifferentiated fever,0.04605263157894737,0.0,2025-08-19,2025-08-20,under surveillance,2025,8,34,ratlam,2,0,0.0,,,0.04812834224598931,0.04812834224598931,0.3727144866385373,0.3256925477955521,0,0.0,0.04605263157894738,0.07142857142857142,-0.002075710667041937,0.09277008850647885,food poisoning,0.019200000000000002,0.0,0.01344,0,0,0.09887911106286983,Stable
madhya pradesh,acute diarrheal disease,0.050438596491228074,0.0,2025-08-20,2025-08-20,under surveillance,2025,8,34,shajapur,2,0,0.03666666666666667,,,0.03896103896103896,0.03896103896103896,0.389592123769339,0.3438209615701763,0,0.0,0.05043859649122808,0.14285714285714285,0.011477557530189114,0.09902735020877211,dengue,0.028,0.0,0.0098,0,0,0.11541206198822071,Stable
gujarat,dengue,0.368421052631579,0.14285714285714285,2025-08-20,2025-08-20,under surveillance,2025,8,34,jamnagar,2,0,0.0,,,0.3850267379679145,0.3850267379679145,0.3727144866385373,0.3256925477955521,0,0.13086842635502716,0.41541353383458657,0.07142857142857142,-0.016605685336335496,0.29558963737865934,dengue,0.13440000000000002,0.04,0.10608000000000001,0,1,0.2671121937696368,Stable
jammu and kashmir,chickenpox,0.013157894736842103,0.0,2025-08-19,2025-08-20,under surveillance,2025,8,34,shopian,2,0,0.033333333333333326,,,0.018334606569900685,0.018334606569900685,0.3670886075949367,0.31964494732735077,0,0.0,0.013157894736842106,0.14285714285714285,-0.005176711833058583,0.07182372630757541,acute diarrheal disease,0.022400000000000003,0.0,0.015680000000000003,0,0,0.09193650826246264,Stable
uttar pradesh,acute diarrheal disease,0.03508771929824561,0.0,2025-08-21,2025-08-21,under surveillance,2025,8,34,lucknow,3,0,0.0,,,0.03666921313980137,0.03666921313980137,0.3727144866385373,0.3256925477955521,0,0.0,0.03508771929824562,0.07142857142857142,-0.001581493841555759,0.08619114113805779,acute gastroenteritis,0.016000000000000004,0.0,0.011200000000000002,0,0,0.09339665492251895,Stable
assam,chickenpox,0.017543859649122806,0.0,2025-08-21,2025-08-21,under control,2025,8,34,nagaon,3,0,0.0,,,0.018334606569900685,0.018334606569900685,0.3727144866385373,0.3256925477955521,0,0.0,0.01754385964912281,0.07142857142857142,-0.0007907469207778794,0.0756648253485841,acute diarrheal disease,0.018400000000000003,0.0,0.01288,0,0,0.08462472509795754,Stable
odisha,hepatitis,0.03070175438596491,0.0,2025-08-20,2025-08-21,under surveillance,2025,8,34,koraput,3,0,0.0,,,0.0320855614973262,0.0320855614973262,0.3727144866385373,0.3256925477955521,0,0.0,0.030701754385964914,0.07142857142857142,-0.001383807111361289,0.08355956219068937,food poisoning,0.06720000000000001,0.0,0.02352,0,0,0.09120367246637859,Stable
maharashtra,hepatitis,0.07017543859649122,0.0,2025-08-21,2025-08-21,under surveillance,2025,8,34,kolhapur,3,0,0.2733333333333333,,,0.1306340718105424,0.1306340718105424,0.30239099859353025,0.25418375847560404,0,0.0,0.07017543859649124,0.14285714285714285,-0.06045863321405118,0.09294201485301555,hepatitis,0.0912,0.0,0.031920000000000004,0,1,0.10735304242193784,Decreasing
kerala,undifferentiated fever,0.15131578947368418,0.0,2025-08-20,2025-08-21,under surveillance,2025,8,34,kottayam,3,0,0.3933333333333333,,,0.21428571428571427,0.21428571428571427,0.3037974683544304,0.2574581083023595,0,0.0,0.1513157894736842,0.14285714285714285,-0.06296992481203009,0.14228109534468242,undifferentiated fever,0.1496,0.0,0.05236,0,1,0.1485780878258854,Decreasing
madhya pradesh,acute diarrheal disease,0.03070175438596491,0.0,2025-08-21,2025-08-21,under surveillance,2025,8,34,shahdol,3,0,0.05999999999999999,0.007199999999999998,,0.03132161955691366,0.03132161955691366,0.3670886075949367,0.3196831025353521,0,0.0,0.030701754385964914,0.21428571428571427,-0.0006198651709487524,0.08235767313864938,acute diarrheal disease,0.032799999999999996,0.0,0.007653333333333332,0,1,0.11143035484291001,Stable
uttar pradesh,acute diarrheal disease,0.028508771929824556,0.0,2025-08-20,2025-08-22,under surveillance,2025,8,34,sonbhadra,4,0,0.04,,,0.028647822765469823,0.028647822765469823,0.37412095639943743,0.32720205187438206,0,0.0,0.028508771929824563,0.14285714285714285,-0.00013905083564526646,0.08254567353277115,malaria,0.12560000000000002,0.0,0.04396,0,0,0.10112336776836012,Stable
uttar pradesh,acute diarrheal disease,0.04824561403508772,0.0,2025-08-21,2025-08-22,under surveillance,2025,8,34,lalitpur,4,0,0.04,,,0.03896103896103896,0.03896103896103896,0.3867791842475387,0.3407875885838518,0,0.0,0.048245614035087724,0.14285714285714285,0.009284575074048756,0.09710488613782299,acute diarrheal disease,0.027200000000000002,0.0,0.00952,0,1,0.11370889616288563,Stable
assam,acute diarrheal disease,0.08552631578947369,0.0,2025-08-20,2025-08-22,under surveillance,2025,8,34,kamrup,4,0,0.0,,,0.08938120702826585,0.08938120702826585,0.3727144866385373,0.3256925477955521,0,0.0,0.0855263157894737,0.07142857142857142,-0.0038548912387921658,0.11645429903279464,acute gastroenteritis,0.10880000000000001,0.0,0.07616,0,0,0.11861595316813298,Stable
karnataka,undifferentiated fever,0.04385964912280702,0.0,2025-08-22,2025-08-22,under surveillance,2025,8,34,tumkur,4,0,0.0,,,0.04583651642475173,0.04583651642475173,0.3727144866385373,0.3256925477955521,0,0.0,0.04385964912280703,0.07142857142857142,-0.0019768673019447056,0.09145429903279463,undifferentiated fever,0.016000000000000004,0.0,0.011200000000000002,0,1,0.09778261983479966,Stable
assam,undifferentiated fever,0.5745614035087719,0.0,2025-08-22,2025-08-22,under surveillance,2025,8,34,hailakandi,4,0,0.0,,,0.6004583651642474,0.6004583651642474,0.3727144866385373,0.3256925477955521,0,0.0,0.5745614035087719,0.07142857142857142,-0.025896961655475503,0.4098753516643736,undifferentiated fever,0.2096,0.0,0.14672,0,1,0.36313349702778214,Stable
madhya pradesh,acute diarrheal disease,0.06359649122807018,0.0,2025-08-21,2025-08-22,under surveillance,2025,8,34,bhind,4,0,0.0,,,0.06646294881588999,0.06646294881588999,0.3727144866385373,0.3256925477955521,0,0.0,0.06359649122807019,0.07142857142857142,-0.0028664575878198095,0.10329640429595255,acute diarrheal disease,0.023200000000000002,0.0,0.01624,0,1,0.10765104088743123,Stable
madhya pradesh,dengue,0.07894736842105263,0.0,2025-08-23,2025-08-23,under surveillance,2025,8,34,east,5,1,0.0,,,0.0825057295645531,0.0825057295645531,0.3727144866385373,0.3256925477955521,0,0.0,0.07894736842105264,0.07142857142857142,-0.0035583611435004714,0.11250693061174201,acute diarrheal disease,0.228,0.04,0.0143,0,0,0.11532647948392244,Stable
jammu and kashmir,acute diarrheal disease,0.11842105263157894,0.0,2025-08-23,2025-08-23,under control,2025,8,34,bandipore,5,1,0.0,,,0.12375859434682963,0.12375859434682963,0.3727144866385373,0.3256925477955521,0,0.0,0.11842105263157895,0.07142857142857142,-0.005337541715250693,0.1361911411380578,acute diarrheal disease,0.0432,0.0,0.03024,0,1,0.1350633215891856,Stable
west bengal,food poisoning,0.19298245614035087,0.14285714285714285,2025-08-23,2025-08-23,under control,2025,8,34,maldah,5,1,0.0,,,0.20168067226890757,0.20168067226890757,0.3727144866385373,0.3256925477955521,0,0.1386931454196028,0.23997493734335842,0.07142857142857142,-0.008698216128556702,0.19032647948392245,food poisoning,0.0704,0.04,0.06128,0,1,0.17939289552402268,Stable
assam,acute diarrheal disease,0.1118421052631579,0.0,2025-08-19,2025-08-24,under control,2025,8,34,dibrugarh,6,1,0.04,,,0.07219251336898395,0.07219251336898395,0.42756680731364277,0.38456320686992085,0,0.0,0.11184210526315791,0.14285714285714285,0.03964959189417394,0.14401790453187893,food poisoning,0.0528,0.0,0.03696,0,0,0.15426226543413457,Stable
jammu and kashmir,acute diarrheal disease,0.03289473684210526,0.0,2025-08-23,2025-08-24,under control,2025,8,34,anantnag,6,1,0.0,,,0.03437738731856379,0.03437738731856379,0.3727144866385373,0.3256925477955521,0,0.0,0.03289473684210527,0.07142857142857142,-0.0014826504764585274,0.08487535166437359,hepatitis,0.019200000000000002,0.0,0.00672,0,0,0.09230016369444877,Stable
madhya pradesh,dengue,0.04824561403508772,0.0,2025-08-25,2025-08-25,under surveillance,2025,8,35,morena,0,0,0.0,,,0.05042016806722689,0.05042016806722689,0.3727144866385373,0.3256925477955521,0,0.0,0.048245614035087724,0.07142857142857142,-0.0021745540321391754,0.09408587798016306,dengue,0.0176,0.0,0.01232,0,1,0.09997560229093999,Stable
madhya pradesh,undifferentiated fever,0.06359649122807018,0.0,2025-08-25,2025-08-25,under surveillance,2025,8,35,burhanpur,0,0,0.0,,,0.06646294881588999,0.06646294881588999,0.3727144866385373,0.3256925477955521,0,0.0,0.06359649122807019,0.07142857142857142,-0.0028664575878198095,0.10329640429595255,cholera,0.1232,0.0,0.08624,0,0,0.10765104088743123,Stable
maharashtra,undifferentiated fever,0.10526315789473682,0.0,2025-08-24,2025-08-25,under surveillance,2025,8,35,chandrapur,0,0,0.0,,,0.1100076394194041,0.1100076394194041,0.3727144866385373,0.3256925477955521,0,0.0,0.10526315789473685,0.07142857142857142,-0.004744481524667277,0.12829640429595252,acute diarrheal disease,0.096,0.0,0.0336,0,0,0.12848437422076453,Stable
assam,food poisoning,0.14473684210526314,0.0,2025-08-24,2025-08-25,under control,2025,8,35,dibrugarh,0,0,0.0,,,0.15126050420168066,0.15126050420168066,0.3727144866385373,0.3256925477955521,0,0.0,0.14473684210526316,0.07142857142857142,-0.006523662096417526,0.15198061482226832,food poisoning,0.0528,0.0,0.03696,0,1,0.1482212163260277,Stable
meghalaya,human rabies,0.0,0.14285714285714285,2025-08-25,2025-08-25,a case was reported from village/phc dangar block mawsynram district east khasi hills. a 35-years-old male developed symptoms of irrelevant speech disorientation hydrophobia and aerophobia on 19th aug 2025 and was admitted in the isolation ward of civil hospital shillong on 23rd aug 2025. he expired on 25th aug 2025. the patient was clinically diagnosed with rabies. he was also a k/c/o opioid dependence ivdu and as per enquiry had a history of dog bite 10 years back. district rrt investigated the outbreak. as a precautionary measure family members who were involved in patient care were advised to undergo post-exposure prophylaxis pep. additionally iec activities were conducted including a public health awareness campaign in the presence of the local headman in collaboration with the district veterinary department which organized a mass awareness programme in the village. community awareness and health education given by the peripheral team on vaccination for dog bite hygiene and sanitation.,2025,8,35,east khasi hills,0,0,0.0,,,0.0,0.0,0.3727144866385373,0.3256925477955521,0,0.14845714285714282,0.04699248120300752,0.07142857142857142,0.0,0.07453700579971193,human rabies,0.0,0.04,0.012,0,1,0.08290166745384726,Stable
madhya pradesh,dengue,0.041666666666666664,0.0,2025-08-25,2025-08-25,under surveillance,2025,8,35,shajapur,0,0,0.05333333333333333,,,0.04010695187165775,0.04010695187165775,0.3769338959212377,0.3302067519365081,0,0.0,0.04166666666666667,0.14285714285714285,0.0015597147950089166,0.09104135038730161,dengue,0.028,0.0,0.0098,0,1,0.10830325514920638,Stable
bihar,food poisoning,0.028508771929824556,0.0,2025-08-26,2025-08-26,under control,2025,8,35,aurangabad,1,0,0.0,,,0.029793735676088614,0.029793735676088614,0.3727144866385373,0.3256925477955521,0,0.0,0.028508771929824563,0.07142857142857142,-0.0012849637462640576,0.08224377271700516,acute diarrheal disease,0.0536,0.0,0.00938,0,0,0.09010718123830842,Stable
mizoram,chickenpox,0.20614035087719298,0.0,2025-08-25,2025-08-26,under surveillance,2025,8,35,aizawl,1,0,0.0,,,0.21543162719633308,0.21543162719633308,0.3727144866385373,0.3256925477955521,0,0.0,0.206140350877193,0.07142857142857142,-0.00929127631914009,0.18882272008542622,undifferentiated fever,0.11280000000000001,0.0,0.07896,0,0,0.17892297071199262,Stable
tripura,dengue,0.03070175438596491,0.0,2025-08-22,2025-08-26,under surveillance,2025,8,35,west tripura,1,0,0.0,,,0.0320855614973262,0.0320855614973262,0.3727144866385373,0.3256925477955521,0,0.0,0.030701754385964914,0.07142857142857142,-0.001383807111361289,0.08355956219068937,dengue,0.0112,0.0,0.00784,0,1,0.09120367246637859,Stable
gujarat,hepatitis,0.16666666666666666,0.0,2025-08-26,2025-08-26,under surveillance,2025,8,35,surendranagar,1,0,0.0,,,0.17417876241405653,0.17417876241405653,0.3727144866385373,0.3256925477955521,0,0.0,0.16666666666666669,0.07142857142857142,-0.007512095747389869,0.1651385095591104,food poisoning,0.1368,0.0,0.09576,0,0,0.15918612860672945,Stable
assam,acute diarrheal disease,0.02631578947368421,0.0,2025-08-25,2025-08-26,under surveillance,2025,8,35,tinsukia,1,0,0.0,,,0.02750190985485103,0.02750190985485103,0.3727144866385373,0.3256925477955521,0,0.0,0.026315789473684216,0.07142857142857142,-0.0011861203811668226,0.08092798324332096,shigellosis,0.0448,0.0,0.03136,0,0,0.08901069001023824,Stable
meghalaya,food poisoning,0.09429824561403508,0.0,2025-08-27,2025-08-27,under surveillance,2025,8,35,south west khasi hills,2,0,0.0,,,0.09854851031321618,0.09854851031321618,0.3727144866385373,0.3256925477955521,0,0.0,0.09429824561403509,0.07142857142857142,-0.0042502646991811055,0.12171745692753147,food poisoning,0.0344,0.0,0.024079999999999997,0,1,0.12300191808041368,Stable
maharashtra,dengue,0.041666666666666664,0.0,2025-08-28,2025-08-28,cases of fever with myalgia were reported from village kodoli gargoti & pandharewad sub-district panhala district kolhapur. district rrt investigated the outbreak. house to house fever survey was done. cases were treated at phc kekhale. out of 20 serum samples collected and sent to ssh-cprh kolhapur 10 samples tested positive for dengue igm elisa. anti-larval activities and fogging was done in the affected area. community awareness and health education given by the peripheral team on vector control measures hygiene and sanitation.,2025,8,35,kolhapur,3,0,0.0,,,0.04354469060351413,0.04354469060351413,0.3727144866385373,0.3256925477955521,0,0.0,0.04166666666666667,0.07142857142857142,-0.0018780239368474672,0.09013850955911042,hepatitis,0.0912,0.0,0.031920000000000004,0,0,0.09668612860672948,Stable
bihar,food poisoning,0.03070175438596491,0.0,2025-08-22,2025-08-28,under control,2025,8,35,bhojpur,3,0,0.0,,,0.0320855614973262,0.0320855614973262,0.3727144866385373,0.3256925477955521,0,0.0,0.030701754385964914,0.07142857142857142,-0.001383807111361289,0.08355956219068937,food poisoning,0.0112,0.0,0.00784,0,1,0.09120367246637859,Stable
assam,undifferentiated fever,0.03289473684210526,0.0,2025-08-27,2025-08-28,under control,2025,8,35,jorhat,3,0,0.0,,,0.03437738731856379,0.03437738731856379,0.3727144866385373,0.3256925477955521,0,0.0,0.03289473684210527,0.07142857142857142,-0.0014826504764585274,0.08487535166437359,acute diarrheal disease,0.019200000000000002,0.0,0.01344,0,0,0.09230016369444877,Stable
assam,dengue,0.02631578947368421,0.0,2025-08-28,2025-08-28,under surveillance,2025,8,35,charaideo,3,0,0.0,,,0.02750190985485103,0.02750190985485103,0.3727144866385373,0.3256925477955521,0,0.0,0.026315789473684216,0.07142857142857142,-0.0011861203811668226,0.08092798324332096,dengue,0.009600000000000001,0.0,0.00672,0,1,0.08901069001023824,Stable
madhya pradesh,dengue,0.03728070175438596,0.0,2025-08-25,2025-08-28,under surveillance,2025,8,35,datia,3,0,0.0,,,0.03896103896103896,0.03896103896103896,0.3727144866385373,0.3256925477955521,0,0.0,0.03728070175438597,0.07142857142857142,-0.0016803372066529973,0.087506930611742,dengue,0.013600000000000001,0.0,0.00952,0,1,0.09449314615058912,Stable
jammu and kashmir,jaundice,0.04385964912280702,0.0,2025-08-26,2025-08-29,under surveillance,2025,8,35,jammu,4,0,0.0,,,0.04583651642475173,0.04583651642475173,0.3727144866385373,0.3256925477955521,0,0.0,0.04385964912280703,0.07142857142857142,-0.0019768673019447056,0.09145429903279463,dengue,0.1544,0.0,0.027020000000000002,0,0,0.09778261983479966,Stable
punjab,acute diarrheal disease,0.5767543859649122,0.0,2025-08-27,2025-08-29,under surveillance,2025,8,35,jalandhar,4,0,0.0,,,0.6027501909854851,0.6027501909854851,0.3727144866385373,0.3256925477955521,0,0.0,0.5767543859649124,0.07142857142857142,-0.02599580502057286,0.4111911411380578,acute diarrheal disease,0.2104,0.0,0.14728,0,1,0.3642299882558523,Stable
madhya pradesh,measles,0.02412280701754386,0.0,2025-07-29,2025-08-29,under surveillance,2025,8,35,guna,4,0,0.0,,,0.025210084033613446,0.025210084033613446,0.3727144866385373,0.3256925477955521,0,0.0,0.024122807017543862,0.07142857142857142,-0.0010872770160695877,0.07961219376963674,acute diarrheal disease,0.0112,0.0,0.00784,0,0,0.08791419878216807,Stable
assam,chikungunya,0.14254385964912278,0.0,2025-08-28,2025-08-29,under surveillance,2025,8,35,kamrup,4,0,0.0,,,0.14896867838044306,0.14896867838044306,0.3727144866385373,0.3256925477955521,0,0.0,0.1425438596491228,0.07142857142857142,-0.006424818731320281,0.1506648253485841,acute gastroenteritis,0.10880000000000001,0.0,0.07616,0,0,0.14712472509795751,Stable
assam,dengue,0.02631578947368421,0.0,2025-08-30,2025-08-30,under surveillance,2025,8,35,hojai,5,1,0.0,,,0.02750190985485103,0.02750190985485103,0.3727144866385373,0.3256925477955521,0,0.0,0.026315789473684216,0.07142857142857142,-0.0011861203811668226,0.08092798324332096,food poisoning,0.10560000000000001,0.0,0.03696000000000001,0,0,0.08901069001023824,Stable
maharashtra,dengue,0.03508771929824561,0.0,2025-08-30,2025-08-30,cases of fever with muscle pain and fatigue were reported from village warudkaji & gangapur jahagir sub- district aurangabad district chhatrapati sambhajinagar. district rrt investigated the outbreak. house to house fever survey was done. cases were treated. out of 17 blood samples collected and sent to gmch aurangabad 6 samples tested positive for dengue igm elisa. anti-larval activities and fogging was done in the affected area. community awareness and health education given by the peripheral team on vector control measures hygiene and sanitation.,2025,8,35,nagaur,5,1,0.0,,,0.03666921313980137,0.03666921313980137,0.3727144866385373,0.3256925477955521,0,0.0,0.03508771929824562,0.07142857142857142,-0.001581493841555759,0.08619114113805779,dengue,0.0128,0.0,0.00896,0,1,0.09339665492251895,Stable
madhya pradesh,undifferentiated fever,0.04385964912280702,0.0,2025-08-30,2025-08-30,cases were reported from village borkhe di kabal & kalaria sub-district susner district agar malwa. cases presented with fever for more than 7 days joint pain headache and muscle pain. district rrt investigated the outbreak. house to house fever survey was done. cases were treated at chc susner. cases were in the age group 11-75 years. all 21 serum samples collected tested negative for o. tsutsugamushi igm elisa. source reduction activities was done by the gram panchayat team. community awareness and health education given by the peripheral team on vector control measures hygiene and sanitation.,2025,8,35,agar malwa,5,1,0.0,,,0.04583651642475173,0.04583651642475173,0.3727144866385373,0.3256925477955521,0,0.0,0.04385964912280703,0.07142857142857142,-0.0019768673019447056,0.09145429903279463,acute gastroenteritis,0.052,0.0,0.036399999999999995,0,0,0.09778261983479966,Stable
karnataka,chikungunya,0.19517543859649125,0.0,2025-08-27,2025-08-30,under surveillance,2025,8,35,chitradurga,5,1,0.0,,,0.20397249809014517,0.20397249809014517,0.3727144866385373,0.3256925477955521,0,0.0,0.19517543859649128,0.07142857142857142,-0.00879705949365392,0.1822437727170052,chikungunya,0.07120000000000001,0.0,0.04984000000000001,0,1,0.17344051457164175,Stable
karnataka,chikungunya,0.03289473684210526,0.0,2025-08-28,2025-08-30,under surveillance,2025,8,35,mandya,5,1,0.0,,,0.03437738731856379,0.03437738731856379,0.3727144866385373,0.3256925477955521,0,0.0,0.03289473684210527,0.07142857142857142,-0.0014826504764585274,0.08487535166437359,acute diarrheal disease,0.041600000000000005,0.0,0.014560000000000002,0,0,0.09230016369444877,Stable
karnataka,acute diarrheal disease,0.06140350877192983,0.0,2025-08-29,2025-08-30,under surveillance,2025,8,35,mandya,5,1,0.08,,,0.059587471352177235,0.059587471352177235,0.37834036568213786,0.33167369111575123,0,0.0,0.06140350877192984,0.14285714285714285,0.0018160374197525933,0.10317684348630815,acute diarrheal disease,0.041600000000000005,0.0,0.014560000000000002,0,1,0.11846506403768658,Stable
andhra pradesh,acute diarrheal disease,0.10745614035087718,0.0,2025-09-01,2025-09-01,cases of loose motion and vomiting were reported from village guthiva ripalli sub-district renigunta district tirupati. district rrt investigated the outbreak. house to house survey was done. cases were treated symptomatically. ors packets were given to cases. chlorine tablets were distributed to households. 11 stool samples collected and sent to sri balaji medical college tirupati showed presence of normal gut flora. 12 water samples collected and sent to rws lab srikalahasti were potable. community awareness and health education given by the peripheral team on safe drinking water hygiene and sanitation.,2025,9,36,chittoor,0,0,0.0,,,0.1122994652406417,0.1122994652406417,0.3727144866385373,0.3256925477955521,0,0.0,0.1074561403508772,0.07142857142857142,-0.004843324889764522,0.12961219376963673,food poisoning,0.06,0.0,0.010499999999999999,0,0,0.1295808654488347,Stable
madhya pradesh,acute diarrheal disease,0.375,0.0,2025-09-01,2025-09-01,under control,2025,9,36,shivpuri,0,0,0.0,,,0.3919022154316272,0.3919022154316272,0.3727144866385373,0.3256925477955521,0,0.0,0.37500000000000006,0.07142857142857142,-0.016902215431627177,0.29013850955911047,acute diarrheal disease,0.1368,0.0,0.09576,0,1,0.26335279527339617,Stable
jammu and kashmir,chickenpox,0.02412280701754386,0.0,2025-09-01,2025-09-01,under surveillance,2025,9,36,srinagar,0,0,0.0,,,0.025210084033613446,0.025210084033613446,0.3727144866385373,0.3256925477955521,0,0.0,0.024122807017543862,0.07142857142857142,-0.0010872770160695877,0.07961219376963674,chickenpox,0.0088,0.0,0.00616,0,1,0.08791419878216807,Stable
jammu and kashmir,hepatitis,0.03728070175438596,0.0,2025-09-01,2025-09-01,under surveillance,2025,9,36,anantnag,0,0,0.02333333333333333,,,0.02750190985485103,0.02750190985485103,0.3867791842475387,0.3408476325010686,0,0.0,0.03728070175438597,0.14285714285714285,0.009778791899534931,0.0905379475528453,hepatitis,0.019200000000000002,0.0,0.00672,0,1,0.10823844880597813,Stable
tamil nadu,dysentery,0.07017543859649122,0.0,2025-08-30,2025-09-01,under control,2025,9,36,vellore,0,0,0.0,,,0.07333842627960274,0.07333842627960274,0.3727144866385373,0.3256925477955521,0,0.0,0.07017543859649124,0.07142857142857142,-0.003162987683111518,0.10724377271700516,undifferentiated fever,0.0536,0.0,0.00938,0,0,0.11094051457164175,Stable
west bengal,malaria,0.05701754385964913,0.0,2025-08-30,2025-09-01,under control,2025,9,36,hugli,0,0,0.0,,,0.059587471352177235,0.059587471352177235,0.3727144866385373,0.3256925477955521,0,0.0,0.057017543859649134,0.07142857142857142,-0.002569927492528108,0.0993490358748999,food poisoning,0.027200000000000002,0.0,0.00952,0,0,0.10436156720322069,Stable
